,64B,16B,% change (16B vs 64B),rel change (16B vs 64B)
EVP_sm4_ecb,2458,2500,1.7087062652563059,42
camellia_192_cbc_get_params,5167,5208,0.7934971937294368,41
free_medium,3709,3750,1.1054192504718252,41
EVP_camellia_192_ecb,3417,3458,1.199882938249927,41
aes_128_ocb_get_params,4417,4458,0.9282318315598823,41
EVP_camellia_128_ecb,3834,3875,1.069379238393323,41
camellia_256_ofb_get_params,5250,5291,0.780952380952381,41
aes_256_wrappad_get_params,4917,4958,0.8338417734390889,41
UI_method_set_opener,3584,3625,1.1439732142857142,41
ossl_cipher_generic_reset_ctx,4459,4500,0.9194886745907155,41
sm4_128_gcm_get_params,4750,4791,0.8631578947368421,41
EVP_des_cbc,2209,2250,1.8560434585785424,41
OPENSSL_sk_delete,28459,28500,0.1440669032643452,41
UI_method_set_writer,3167,3208,1.2946005683612252,41
EVP_aes_192_cbc,2417,2458,1.696317749275962,41
EVP_whirlpool,2917,2958,1.405553651011313,41
ossl_rcu_write_unlock,44833,44873,0.08921999420070037,40
_platform_memmove,6475571,6475576,7.72132681426858e-05,5
OSSL_PARAM_construct_end,547289,547290,0.00018271881949025106,1
tdes_ede2_ofb_get_params,4916,4917,0.02034174125305126,1
EVP_bf_cfb64,2458,2459,0.04068348250610252,1
EVP_rc4_hmac_md5,2916,2917,0.034293552812071325,1
EVP_des_cfb8,2333,2334,0.04286326618088298,1
aes_128_wrappad_get_params,4708,4709,0.021240441801189464,1
EVP_sha512_224,2333,2334,0.04286326618088298,1
ossl_self_test_set_callback_free,4958,4959,0.02016942315449778,1
EVP_aria_192_ecb,2666,2667,0.037509377344336084,1
aria_128_ccm_get_params,4833,4834,0.02069108214359611,1
X509_get_default_cert_area,8124,8125,0.012309207287050716,1
ossl_comp_brotli_cleanup,3667,3667,0.0,0
camellia_cts_192_cbc_get_params,5208,5208,0.0,0
memset,5459,5459,0.0,0
EVP_des_ede,2000,2000,0.0,0
BIO_copy_next_retry,7959,7959,0.0,0
EVP_sm4_ofb,2125,2125,0.0,0
aes_128_ctr_get_params,4333,4333,0.0,0
EVP_camellia_256_cfb1,3292,3292,0.0,0
EVP_CIPHER_get_mode,6208,6208,0.0,0
ossl_comp_zlib_cleanup,3667,3667,0.0,0
EVP_CIPHER_get_flags,3250,3250,0.0,0
EVP_PKEY_asn1_get_count,4125,4125,0.0,0
EVP_camellia_256_ctr,3208,3208,0.0,0
ENGINE_set_id,2833,2833,0.0,0
EVP_aes_256_cfb1,2583,2583,0.0,0
EVP_aria_256_gcm,2583,2583,0.0,0
EVP_aria_256_ctr,2584,2584,0.0,0
ENGINE_set_name,2625,2625,0.0,0
EVP_aes_192_gcm,2625,2625,0.0,0
EVP_aria_192_ofb,2625,2625,0.0,0
EVP_MD_free,2708,2708,0.0,0
EVP_aria_192_ctr,2708,2708,0.0,0
aes_cts_192_cbc_get_params,4750,4750,0.0,0
aria_256_cfb_get_params,4542,4542,0.0,0
EVP_md4,2417,2417,0.0,0
aes_128_wrap_get_params,4791,4791,0.0,0
ENGINE_register_pkey_asn1_meths,10875,10875,0.0,0
BIO_f_cipher,2833,2833,0.0,0
aes_128_wrapinv_get_params,5500,5500,0.0,0
ASN1_add_oid_module,3666,3666,0.0,0
EVP_seed_cfb128,2834,2834,0.0,0
_cleanup,2291,2291,0.0,0
property_free,20500,20500,0.0,0
ossl_ctx_global_properties_new,5000,5000,0.0,0
EVP_des_ede_cbc,2541,2541,0.0,0
OSSL_LIB_CTX_get_data,3125,3125,0.0,0
OSSL_STORE_LOADER_set_open,4958,4958,0.0,0
aes_128_gcm_get_params,4875,4875,0.0,0
camellia_128_cfb_get_params,4958,4958,0.0,0
EVP_camellia_128_ctr,3083,3083,0.0,0
ENGINE_register_digests,9250,9249,-0.010810810810810811,-1
sm4_128_ccm_get_params,4584,4583,-0.02181500872600349,-1
OSSL_LIB_CTX_set_conf_diagnostics,5709,5708,-0.017516202487300753,-1
aes_256_xts_get_params,4834,4833,-0.02068680182043856,-1
EVP_idea_ofb,2084,2083,-0.04798464491362764,-1
ossl_prov_is_running,16584,16583,-0.00602990834539315,-1
aes_256_wrappadinv_get_params,5167,5166,-0.019353590090961874,-1
EVP_des_ede3_cbc,2709,2708,-0.03691399040236249,-1
ERR_get_error_all,3959,3958,-0.025258903763576663,-1
EVP_camellia_256_ofb,3083,3042,-1.3298734998378203,-41
BIO_meth_set_ctrl,3583,3542,-1.1442924923248674,-41
ossl_aes_128_gcm_siv_get_params,5791,5750,-0.7079951649110688,-41
aes_256_ocb_get_params,4958,4917,-0.826946349334409,-41
aes_128_cfb_get_params,4291,4250,-0.9554882311815428,-41
aes_128_cfb1_get_params,4500,4459,-0.9111111111111112,-41
OSSL_STORE_unregister_loader,4416,4375,-0.9284420289855072,-41
aria_256_ctr_get_params,4541,4500,-0.9028848271305879,-41
store_loader_cmp,3708,3667,-1.1057173678532901,-41
ENGINE_load_builtin_engines,4958,4917,-0.826946349334409,-41
aria_128_cbc_get_params,4625,4584,-0.8864864864864865,-41
aria_192_cfb_get_params,4833,4792,-0.8483343678874405,-41
BIO_meth_set_create,3833,3791,-1.0957474563005478,-42
EVP_chacha20_poly1305,3417,3375,-1.2291483757682178,-42
EVP_camellia_192_ctr,3084,3042,-1.3618677042801557,-42
BIO_meth_set_gets,3875,3833,-1.0838709677419356,-42
ASN1_add_stable_module,3542,3500,-1.185770750988142,-42
pthread_self,5250,5208,-0.8,-42
EVP_aria_256_cfb1,2708,2666,-1.55096011816839,-42
EVP_camellia_128_cfb8,3375,3333,-1.2444444444444445,-42
EVP_aes_128_ecb,3375,3333,-1.2444444444444445,-42
small_try_realloc_in_place,14875,14833,-0.2823529411764706,-42
EVP_add_alg_module,3500,3458,-1.2,-42
_kernelrpc_mach_port_deallocate_trap,7167,7125,-0.5860192549183758,-42
OSSL_PARAM_modified,3500,3458,-1.2,-42
OSSL_STORE_LOADER_set_error,4708,4666,-0.8920985556499574,-42
ossl_prov_ctx_set0_core_bio_method,4750,4708,-0.8842105263157894,-42
EVP_bf_ecb,2542,2500,-1.6522423288749015,-42
EVP_aes_256_cfb8,2625,2583,-1.6,-42
aria_256_ccm_get_params,4875,4833,-0.8615384615384615,-42
aes_192_cfb1_get_params,4375,4333,-0.96,-42
ossl_provider_unquery_operation,5459,5417,-0.7693716797948342,-42
strrchr,2750,2708,-1.5272727272727273,-42
EVP_camellia_256_cfb8,3250,3208,-1.2923076923076922,-42
evp_app_cleanup_int,3667,3625,-1.1453504226888465,-42
chacha20_gettable_ctx_params,4375,4333,-0.96,-42
EVP_sm4_ctr,2125,2083,-1.9764705882352942,-42
release_engine,2625,2583,-1.6,-42
EVP_sha3_384,2458,2416,-1.7087062652563059,-42
aes_192_ocb_get_params,4792,4750,-0.8764607679465776,-42
OPENSSL_sk_sort,5375,5333,-0.7813953488372093,-42
aria_192_cfb1_get_params,4417,4375,-0.9508716323296356,-42
OBJ_obj2txt,2917,2875,-1.4398354473774426,-42
EVP_aes_256_ctr,2459,2416,-1.7486783245221633,-43
EVP_rc2_cbc,2209,2166,-1.9465821638750567,-43
EVP_camellia_256_cbc,3084,3041,-1.3942931258106357,-43
OPENSSL_LH_set_down_load,35207,35126,-0.23006788422756835,-81
CRYPTO_THREAD_lock_free,17623,17542,-0.45962662429779266,-81
medium_region_for_ptr_no_lock,5416,5334,-1.5140324963072378,-82
ENGINE_set_ctrl_function,4416,4334,-1.8568840579710144,-82
EVP_sha512_256,2375,2292,-3.494736842105263,-83
ossl_aes_256_gcm_siv_get_params,5500,5417,-1.509090909090909,-83
camellia_256_ecb_get_params,5167,5084,-1.6063479775498355,-83
bio_sock_cleanup_int,3500,3417,-2.3714285714285714,-83
EVP_rc4_40,2000,1917,-4.15,-83
sm4_128_ofb128_get_params,4792,4709,-1.7320534223706177,-83
EVP_aes_256_ecb,2750,2667,-3.018181818181818,-83
EVP_aes_128_ofb,2666,2583,-3.113278319579895,-83
ENGINE_add_conf_module,4208,4125,-1.9724334600760456,-83
aes_192_cbc_get_params,4458,4375,-1.8618214445939882,-83
EVP_aes_128_ocb,3000,2917,-2.7666666666666666,-83
BIO_meth_set_destroy,3958,3875,-2.097018696311268,-83
aria_192_gcm_get_params,4542,4459,-1.8273888154997797,-83
property_cmp,2959,2875,-2.8387968908415004,-84
ossl_tdes_gettable_ctx_params,45960,45876,-0.18276762402088773,-84
OSSL_STORE_LOADER_set_eof,4625,4541,-1.816216216216216,-84
EVP_aes_256_cbc,2500,2416,-3.36,-84
EVP_cast5_cfb64,2709,2625,-3.10077519379845,-84
aria_128_ecb_get_params,4584,4500,-1.832460732984293,-84
EVP_PKEY_asn1_get0_info,52958,52874,-0.15861626194342687,-84
EVP_camellia_128_cfb128,3792,3708,-2.2151898734177213,-84
EVP_aria_256_ecb,2792,2708,-3.0085959885386817,-84
aes_128_wrappadinv_get_params,5209,5125,-1.6125935880207336,-84
ENGINE_set_init_function,4542,4458,-1.8494055482166447,-84
EVP_idea_cbc,2250,2166,-3.733333333333334,-84
aria_256_ofb_get_params,4500,4416,-1.866666666666667,-84
BIO_set_data,6334,6250,-1.3261761919797914,-84
camellia_128_ofb_get_params,5125,5041,-1.6390243902439026,-84
EVP_md5,2042,1958,-4.113614103819784,-84
ossl_store_cleanup_int,3250,3166,-2.5846153846153843,-84
ENGINE_register_ciphers,9542,9458,-0.8803185914902536,-84
BIO_meth_set_write_ex,4375,4291,-1.92,-84
ENGINE_register_pkey_meths,9709,9624,-0.8754763621382222,-85
EVP_CipherFinal_ex,3791,3667,-3.27090477446584,-124
getrlimit,3291,3167,-3.767851716803403,-124
EVP_des_ede_ofb,2666,2542,-4.651162790697675,-124
pthread_cond_broadcast,55041,54917,-0.22528660453116767,-124
BIO_free,4666,4542,-2.6575225032147447,-124
EVP_sm4_cfb128,2916,2792,-4.252400548696845,-124
opt_arg,6000,5876,-2.0666666666666664,-124
OSSL_STORE_LOADER_set_close,4833,4709,-2.5656941858059175,-124
EVP_seed_ecb,2541,2417,-4.879968516332153,-124
ossl_stored_namemap_free,4541,4417,-2.7306760625412907,-124
engine_remove_dynamic_id,5208,5084,-2.380952380952381,-124
tdes_ede3_ecb_get_params,5250,5125,-2.380952380952381,-125
aria_128_ofb_get_params,4500,4375,-2.7777777777777777,-125
UI_method_set_prompt_constructor,4750,4625,-2.631578947368421,-125
ENGINE_set_flags,3458,3333,-3.6148062463851938,-125
CRYPTO_THREAD_get_current_id,4291,4166,-2.9130738755534837,-125
sm4_128_ctr_get_params,4459,4334,-2.803319129849742,-125
geteuid,6166,6041,-2.027246188777165,-125
ENGINE_set_cmd_defns,3958,3833,-3.1581606872157657,-125
camellia_192_ctr_get_params,4917,4792,-2.54220052877771,-125
aes_v8_ctr32_encrypt_blocks,4667,4542,-2.678380115706021,-125
ossl_cipher_aead_gettable_ctx_params,70584,70459,-0.1770939589708716,-125
EVP_aes_128_cfb8,2917,2792,-4.285224545766198,-125
aria_192_ofb_get_params,4500,4375,-2.7777777777777777,-125
ossl_free_compression_methods_int,5333,5208,-2.3438964935308455,-125
EVP_rc2_40_cbc,2750,2625,-4.545454545454546,-125
chacha20_poly1305_get_params,5625,5500,-2.2222222222222223,-125
"dyld4::ProcessConfig::DyldCache::indexOfPath(char const*, unsigned int&) const",24375,24250,-0.5128205128205128,-125
CONF_imodule_get_value,4542,4417,-2.752091589608102,-125
EVP_camellia_192_cbc,3208,3083,-3.896508728179551,-125
aes_192_wrapinv_get_params,4875,4750,-2.564102564102564,-125
EVP_rc2_ecb,2792,2667,-4.477077363896848,-125
EVP_CipherInit_ex,7416,7291,-1.6855447680690399,-125
OSSL_PARAM_get_int,5376,5250,-2.34375,-126
ossl_prov_bio_from_dispatch,6042,5916,-2.0854021847070507,-126
engine_load_rdrand_int,3667,3541,-3.4360512680665396,-126
chacha20_get_params,4209,4083,-2.993585174625802,-126
_platform_strnlen,7292,7166,-1.7279210093252881,-126
pthread_cond_destroy,4709,4583,-2.675727330643449,-126
aes_256_wrapinv_get_params,4959,4833,-2.540834845735027,-126
aes_cbc_cts_gettable_ctx_params,13584,13458,-0.9275618374558304,-126
ossl_sa_doall_arg,11460,11333,-1.1082024432809774,-127
EVP_CIPHER_get_type,90418,90291,-0.14045875821186046,-127
sk_reserve,1150122,1149959,-0.01417240953568404,-163
aria_192_ccm_get_params,4875,4709,-3.405128205128205,-166
ossl_cipher_generic_einit,9375,9209,-1.7706666666666666,-166
def_to_int,2833,2667,-5.85951288386869,-166
fstat,11708,11542,-1.417833959685685,-166
aria_192_ecb_get_params,4625,4459,-3.589189189189189,-166
ossl_trace_cleanup,2750,2584,-6.036363636363636,-166
OSSL_PARAM_get_int32,6583,6417,-2.5216466656539573,-166
EVP_aria_256_cfb8,2875,2709,-5.77391304347826,-166
camellia_256_ctr_get_params,5125,4959,-3.2390243902439027,-166
EVP_CIPHER_CTX_get_block_size,5875,5708,-2.842553191489362,-167
def_init_default,3125,2958,-5.344,-167
aria_256_cfb1_get_params,4625,4458,-3.6108108108108103,-167
OSSL_STORE_LOADER_set_expect,5167,5000,-3.232049545190633,-167
EVP_aes_256_wrap,2792,2625,-5.981375358166189,-167
EVP_aria_192_cfb1,2833,2666,-5.894811154253442,-167
camellia_128_ctr_get_params,5042,4875,-3.3121777072590244,-167
aria_256_cbc_get_params,4542,4375,-3.676794363716424,-167
EVP_shake256,2375,2208,-7.031578947368421,-167
CRYPTO_atomic_or,10292,10124,-1.6323357947920714,-168
flsl,8333,8127,-2.472098883955358,-206
EVP_blake2b512,3041,2834,-6.806971390989807,-207
store_loader_hash,7583,7376,-2.7297903204536462,-207
EVP_rc2_64_cbc,2541,2334,-8.146399055489963,-207
ossl_provider_add_conf_module,4875,4667,-4.266666666666667,-208
sm4_128_cfb128_get_params,4708,4500,-4.4180118946474085,-208
aria_192_cbc_get_params,4708,4500,-4.4180118946474085,-208
ossl_indicator_set_callback_free,4917,4709,-4.230221679886109,-208
aes_128_xts_get_params,4750,4542,-4.378947368421052,-208
aes_192_ccm_get_params,4750,4542,-4.378947368421052,-208
EVP_seed_cbc,2250,2042,-9.244444444444444,-208
strchr,2583,2375,-8.05265195509098,-208
aria_256_ecb_get_params,5167,4959,-4.025546738920069,-208
app_get0_propq,2542,2334,-8.18253343823761,-208
EVP_aria_256_ccm,2750,2542,-7.563636363636364,-208
ossl_property_has_optional,5167,4959,-4.025546738920069,-208
ossl_property_free,9374,9166,-2.2189033496906334,-208
aes_192_wrappad_get_params,4875,4667,-4.266666666666667,-208
tdes_ede2_cfb_get_params,4833,4625,-4.303745085867991,-208
strlen,9750,9542,-2.1333333333333333,-208
EVP_sm3,2416,2208,-8.609271523178808,-208
lsl::Vector<lsl::MemoryManager::Buffer>::reserve(unsigned long),10667,10459,-1.9499390644042374,-208
camellia_cts_128_cbc_get_params,5709,5500,-3.6608863198458574,-209
opt_check_rest_arg,3875,3666,-5.393548387096774,-209
EVP_aes_256_cfb128,3125,2916,-6.688,-209
aes_128_siv_get_params,4917,4708,-4.250559284116331,-209
EVP_rc2_ofb,2250,2041,-9.288888888888888,-209
opt_set_unknown_name,3625,3416,-5.76551724137931,-209
ENGINE_register_DH,7917,7668,-3.145130731337628,-249
EVP_aria_128_cbc,3083,2834,-8.076548816088227,-249
bio_open_default,7458,7209,-3.3386967015285602,-249
aria_128_cfb1_get_params,4708,4459,-5.288870008496177,-249
BIO_get_data,14958,14709,-1.6646610509426392,-249
ossl_cipher_generic_gettable_ctx_params,445416,445167,-0.05590279648687967,-249
app_get0_libctx,5666,5417,-4.394634662901518,-249
EVP_aria_128_cfb128,3416,3166,-7.318501170960187,-250
aes_192_wrap_get_params,4584,4334,-5.453752181500873,-250
EVP_aes_128_gcm,3125,2875,-8.0,-250
engine_pkey_meths_free,5042,4792,-4.958349861166203,-250
__cxa_finalize,3250,3000,-7.6923076923076925,-250
OSSL_STORE_LOADER_set_load,5000,4750,-5.0,-250
EVP_CipherUpdate,3917,3667,-6.382435537401072,-250
OSSL_STORE_register_loader,3791,3541,-6.594566077552097,-250
EVP_CIPHER_get_iv_length,4333,4083,-5.769674590353104,-250
aes_128_ofb_get_params,4375,4125,-5.714285714285714,-250
EVP_aria_128_cfb8,3209,2958,-7.821751324400125,-251
_kernelrpc_mach_port_destruct_trap,17334,17083,-1.448021229952694,-251
cipher_ocb_gettable_ctx_params,13708,13417,-2.1228479719871607,-291
aes_256_wrap_get_params,5041,4750,-5.77266415393771,-291
aria_128_gcm_get_params,4541,4250,-6.4082801145122215,-291
aria_256_gcm_get_params,5375,5084,-5.413953488372093,-291
ossl_prov_ctx_get0_libctx,4375,4083,-6.674285714285714,-292
EVP_seed_ofb,2458,2166,-11.879576891781937,-292
camellia_256_cfb_get_params,5042,4750,-5.791352637842126,-292
aes_256_cfb8_get_params,4667,4375,-6.256695950289265,-292
OSSL_STORE_LOADER_free,4917,4625,-5.938580435224731,-292
COMP_zlib,3667,3375,-7.962912462503409,-292
__findenv_locked,27999,27707,-1.0428943890853244,-292
EVP_cast5_cbc,2542,2250,-11.48701809598741,-292
EVP_rc2_cfb64,2625,2292,-12.685714285714287,-333
aes_256_gcm_get_params,4916,4583,-6.77379983726607,-333
EVP_CIPHER_get_key_length,5333,5000,-6.244140258766173,-333
aria_128_cfb8_get_params,4792,4458,-6.969949916527546,-334
szone_good_size,38001,37667,-0.87892423883582,-334
OPENSSL_sk_pop_free,71249,70915,-0.4687785091720586,-334
tiny_size,59122,58749,-0.630898819390413,-373
ossl_store_register_init,4791,4417,-7.806303485702358,-374
EVP_cast5_ofb,2500,2125,-15.0,-375
BIO_meth_set_puts,3875,3500,-9.67741935483871,-375
ENGINE_register_RAND,8416,8041,-4.455798479087453,-375
tdes_ede3_cbc_get_params,4917,4542,-7.6266015863331305,-375
EVP_sm4_cbc,2334,1958,-16.10968294772922,-376
__sflags,9041,8625,-4.60126092246433,-416
camellia_256_cfb8_get_params,5583,5167,-7.451191115887516,-416
EVP_ripemd160,2583,2167,-16.10530391018196,-416
OSSL_LIB_CTX_free,4166,3750,-9.985597695631302,-416
EVP_des_ede3_ofb,3000,2583,-13.900000000000002,-417
app_RAND_write,3792,3375,-10.996835443037975,-417
EVP_sha224,2250,1833,-18.53333333333333,-417
aes_192_cfb8_get_params,4667,4250,-8.935076065995286,-417
small_size,22335,21917,-1.8715021267069623,-418
get_legacy_evp_names,158333,157881,-0.28547428520902146,-452
ossl_cipher_capable_aes_cbc_hmac_sha1,13249,12791,-3.456864669031625,-458
aes_192_siv_get_params,4875,4417,-9.394871794871795,-458
getuid,6458,6000,-7.09197894084856,-458
small_free_list_remove_ptr_no_clear,46834,46375,-0.9800572233847205,-459
OPENSSL_strnlen,27790,27292,-1.7920115149334293,-498
__sflush,16459,15959,-3.037851631326326,-500
aes_128_ccm_get_params,5208,4708,-9.600614439324117,-500
OPENSSL_sk_free,39959,39459,-1.2512825646287444,-500
EVP_sha256,5042,4542,-9.916699722332407,-500
file_free,17082,16581,-2.9329118370214258,-501
EVP_MD_get_type,193415,192914,-0.2590285138174392,-501
ossl_lib_ctx_get_rcukey,11375,10833,-4.764835164835165,-542
ossl_sa_get,512379,511831,-0.10695208039361488,-548
eat_alpha_numeric,510042,509459,-0.11430431219389776,-583
ossl_aes_gcm_siv_gettable_ctx_params,15668,15084,-3.7273423538422263,-584
BIO_clear_flags,14167,13583,-4.122255946918896,-584
ossl_provider_ctx,341583,340995,-0.17213971421294386,-588
__smakebuf,3750,3042,-18.88,-708
engine_free_util,11499,10665,-7.252804591703627,-834
ossl_lib_ctx_unlock,377959,377121,-0.22171717038091432,-838
pthread_rwlock_init,117667,116793,-0.7427740997900856,-874
small_free_list_remove_ptr,38374,37459,-2.38442695575129,-915
__sclose,8583,7625,-11.161598508679948,-958
OPENSSL_cleanse,12000,11041,-7.991666666666666,-959
do_all_fn,577620,576545,-0.1861085142481216,-1075
CRYPTO_new_ex_data,35915,34835,-3.007100097452318,-1080
os_unfair_recursive_lock_lock_with_options,23418,22249,-4.9918865829703645,-1169
CRYPTO_atomic_add,16002,14749,-7.830271216097988,-1253
OSSL_PARAM_set_uint32,499840,498582,-0.25168053777208704,-1258
OPENSSL_LH_set_thunks,428912,427635,-0.2977300705039728,-1277
deflt_query,19208,17875,-6.93981674302374,-1333
ossl_lib_ctx_read_lock,424669,423206,-0.3445036016285625,-1463
lsl::Lock::unlock(),6208,4666,-24.838917525773198,-1542
ossl_property_value,15209,13166,-13.432835820895523,-2043
CRYPTO_realloc,486883,484788,-0.43028818011719444,-2095
__write_nocancel,55709,53542,-3.8898562171282918,-2167
trim_ws,276881,274668,-0.7992603320560097,-2213
BIO_new,21333,19043,-10.734542727230114,-2290
__close_nocancel,31292,28750,-8.123482040138054,-2542
nanov2_pointer_size,194792,192250,-1.3049817240954453,-2542
names_free,313299,310670,-0.8391345009080783,-2629
_os_once,1231985,1229205,-0.2256520980369079,-2780
__sigaction,7666,4875,-36.4075136968432,-2791
_platform_memchr,1350658,1347633,-0.22396491191700638,-3025
_platform_strncmp,867373,864336,-0.35013771468560817,-3037
rack_get_thread_index,82166,79123,-3.7034783243677434,-3043
_szone_free,68585,65331,-4.744477655464023,-3254
evp_cipher_up_ref,456784,453496,-0.7198150548180322,-3288
_pthread_mutex_lock_init_slow,1985293,1981951,-0.1683378725457653,-3342
tiny_free_no_lock,3625,0,-100.0,-3625
CRYPTO_THREAD_get_local,1282249,1278621,-0.28294036493691943,-3628
pthread_mutex_lock,1727744,1724081,-0.21201057564083567,-3663
_platform_strchr,1727178,1723463,-0.21509074339761158,-3715
value_free_hash,473335,469581,-0.7930957989584544,-3754
os_unfair_lock_assert_owner,73917,70126,-5.1287254623428975,-3791
BUF_MEM_grow,1127251,1123166,-0.3623860169562946,-4085
sa_free_node,546131,542003,-0.7558626043934513,-4128
pthread_mutex_unlock,1834046,1829877,-0.22731163776699165,-4169
names_lh_free_doall,1519044,1514782,-0.2805712013608559,-4262
tiny_malloc_from_free_list,10125,5666,-44.0395061728395,-4459
tiny_try_realloc_in_place,4500,0,-100.0,-4500
name_string_free,888292,883629,-0.5249399972081252,-4663
OPENSSL_LH_strhash,2714046,2709293,-0.17512599270609266,-4753
madvise,54459,49291,-9.489707853614645,-5168
pthread_rwlock_rdlock,3313252,3307953,-0.15993350339787013,-5299
EVP_CIPHER_get0_provider,563460,558129,-0.9461186242146736,-5331
property_defn_hash,465174,459665,-1.184288029855495,-5509
property_defn_cmp,442591,436335,-1.413494625963926,-6256
rack_region_insert,20541,13291,-35.29526313227204,-7250
ossl_lib_ctx_get_data,1603298,1596005,-0.4548748891347709,-7293
obj_name_cmp,2503992,2496373,-0.3042741350611344,-7619
nanov2_allocate_from_block,226915,219248,-3.3787982284115197,-7667
pthread_once,3033542,3025543,-0.26368515748257315,-7999
ossl_provider_libctx,803759,795606,-1.0143587816746065,-8153
conf_value_cmp,380078,370586,-2.4973821163024432,-9492
OSSL_PARAM_set_int32,2439720,2429924,-0.4015214860721722,-9796
_kernelrpc_mach_vm_map_trap,38251,26584,-30.501163368277957,-11667
internal_free_nop,856320,842417,-1.6235752989536623,-13903
_nanov2_free,1877541,1862664,-0.7923661853456196,-14877
OPENSSL_sk_value,2323049,2306128,-0.7283961724440595,-16921
fnv1a_hash,4414401,4396845,-0.39769835137315346,-17556
nanov2_try_free_default,25899510,25880265,-0.07430642510225097,-19245
cipher_compare,4010322,3990880,-0.48479897624180807,-19442
_platform_memcmp,2743718,2722330,-0.7795261757950344,-21388
OSSL_PARAM_set_uint64,1522074,1499831,-1.4613612741561843,-22243
pthread_rwlock_unlock,9963784,9928737,-0.3517438756199452,-35047
CRYPTO_free,12251196,12210874,-0.32912705012637133,-40322
__error,3785024,3736727,-1.2760024771309244,-48297
err_string_data_cmp,10910074,10854153,-0.5125629761997947,-55921
_platform_strcmp,27922726,27863673,-0.21148723086707222,-59053
nanov2_malloc,18510243,18421844,-0.477568014639246,-88399
err_string_data_hash,16661773,16560903,-0.6053977568893779,-100870
malloc,13495698,13285989,-1.553895174595638,-209709
