,64B,16B,% change (16B vs 64B),rel change (16B vs 64B)
EVP_aes_128_wrap_pad,167745,165960,-1.0641151748189215,-1785
aes_256_wrapinv_get_params,252415,250626,-0.7087534417526692,-1789
EVP_seed_cfb128,143043,141252,-1.2520710555567207,-1791
UI_null,112165,110337,-1.6297418980965543,-1828
camellia_192_cfb_get_params,255789,253958,-0.7158243708681765,-1831
aria_128_gcm_get_params,239705,237873,-0.7642727519242402,-1832
OSSL_STORE_LOADER_set_load,241830,239997,-0.7579704751271554,-1833
EVP_sha512_224,126709,124874,-1.4482002067729995,-1835
EVP_sha1,103958,102123,-1.7651359202754957,-1835
app_get0_propq,124793,122957,-1.4712363674244548,-1836
def_init_default,156378,154541,-1.1747176712836844,-1837
aes_cts_256_cbc_get_params,251083,249210,-0.7459684646113038,-1873
EVP_bf_ofb,106708,104831,-1.7590058852194774,-1877
EVP_aes_256_ecb,142462,140581,-1.3203520938917044,-1881
EVP_camellia_192_ctr,161414,159500,-1.185770750988142,-1914
ossl_prov_ctx_get0_core_bio_method,281208,279292,-0.681346192142471,-1916
EVP_sha224,103543,101624,-1.853336295065818,-1919
camellia_128_cfb8_get_params,259088,257163,-0.7429907984931761,-1925
aes_256_ctr_get_params,222497,220543,-0.878214088279842,-1954
tdes_ede3_ofb_get_params,243667,241709,-0.8035556722904619,-1958
EVP_CIPHER_CTX_get_block_size,284460,282498,-0.6897279055051677,-1962
BIO_meth_set_write_ex,226542,224578,-0.8669474093104149,-1964
sm4_128_ctr_get_params,229084,227118,-0.8582004854114648,-1966
OSSL_CMP_log_close,223333,221336,-0.8941804390752822,-1997
ERR_get_error_all,198081,196083,-1.0086782679812805,-1998
_kernelrpc_mach_port_deallocate_trap,371378,369378,-0.5385348620542951,-2000
aria_192_gcm_get_params,239706,237705,-0.8347725964306276,-2001
OSSL_PARAM_get_int32,332503,330498,-0.6030020781767382,-2005
ossl_prov_is_running,839666,837633,-0.24212008107985794,-2033
camellia_192_ecb_get_params,256497,254458,-0.7949410714355334,-2039
aes_128_ccm_get_params,236751,234707,-0.8633543258529003,-2044
BIO_get_data,746905,744836,-0.27700979374887036,-2069
aria_128_ecb_get_params,233908,231838,-0.8849633189117089,-2070
EVP_camellia_192_cfb1,169751,167671,-1.225324151256841,-2080
BIO_set_data,307078,304996,-0.6780036342557917,-2082
EVP_bf_cfb64,124461,122378,-1.6736166349298174,-2083
ENGINE_set_cmd_defns,200371,198249,-1.0590354891675942,-2122
EVP_aes_128_cbc_hmac_sha1,251459,249331,-0.8462612195228645,-2128
EVP_camellia_256_ofb,159919,157789,-1.3319242866701269,-2130
EVP_des_ede_cfb64,158582,156418,-1.3645937117705667,-2164
tdes_ede2_cbc_get_params,231794,229625,-0.9357446698361477,-2169
aes_128_xts_get_params,226963,224789,-0.9578653789384172,-2174
aria_256_cbc_get_params,234957,232750,-0.93932081189324,-2207
EVP_aes_256_wrap,138747,136499,-1.6202152118604367,-2248
ENGINE_register_ciphers,463460,461197,-0.4882837785353644,-2263
EVP_aes_192_wrap_pad,162248,159955,-1.4132685765001727,-2293
pthread_cond_destroy,237284,234961,-0.9789956339239057,-2323
EVP_CIPHER_get_mode,318670,316334,-0.7330467254526627,-2336
ossl_prov_ctx_free,176379,174041,-1.3255546295193872,-2338
def_is_number,240543,238204,-0.9723833160807007,-2339
aria_192_ctr_get_params,229618,227251,-1.03084252976683,-2367
medium_malloc_from_free_list,306166,303792,-0.7753963536120928,-2374
ENGINE_register_digests,456579,454202,-0.5206108909958627,-2377
null_gettable_ctx_params,213539,211122,-1.1318775493001278,-2417
EVP_aria_128_gcm,159042,156621,-1.522239408458143,-2421
EVP_mdc2,108751,106296,-2.257450506202242,-2455
app_RAND_write,181539,179084,-1.3523264973366604,-2455
EVP_aes_256_xts,133996,131541,-1.8321442431117347,-2455
EVP_aes_128_ecb,163750,161288,-1.5035114503816793,-2462
ASN1_add_stable_module,189128,186666,-1.3017638847764477,-2462
aes_128_wrappadinv_get_params,266879,264415,-0.9232648503628985,-2464
ENGINE_set_id,143289,140792,-1.742632023393282,-2497
camellia_192_ofb_get_params,259292,256793,-0.9637782885704148,-2499
aria_256_gcm_get_params,254539,252004,-0.9959181107806662,-2535
ossl_lib_ctx_is_default,215375,212834,-1.179802669762043,-2541
sm4_128_ccm_get_params,241412,238832,-1.0687124086623696,-2580
aes_192_wrapinv_get_params,249795,247213,-1.03364759102464,-2582
aria_128_cfb8_get_params,235671,233082,-1.098565372913935,-2589
camellia_128_cbc_get_params,257545,254952,-1.0068143431245025,-2593
CRYPTO_atomic_or,524333,521720,-0.49834742425138223,-2613
ossl_provider_unquery_operation,277793,275163,-0.9467481182031225,-2630
aria_192_cfb1_get_params,233624,230921,-1.1569872958257712,-2703
aria_256_ofb_get_params,229086,226379,-1.181652305247811,-2707
ASN1_add_oid_module,191461,188713,-1.4352792474707643,-2748
ossl_prov_ctx_set0_core_bio_method,241584,238835,-1.1379064838731043,-2749
EVP_CIPHER_fetch,202002,199250,-1.3623627488836745,-2752
EVP_camellia_192_ofb,160668,157875,-1.7383673164538052,-2793
aes_256_cfb1_get_params,239251,236454,-1.1690651240747165,-2797
EVP_sha256,232416,229590,-1.2159231722428747,-2826
opt_set_unknown_name,173748,170921,-1.627069088565048,-2827
EVP_md4,113255,110418,-2.504966668138272,-2837
EVP_aria_192_cfb1,143588,140715,-2.000863581914923,-2873
aes_192_ocb_get_params,239459,236586,-1.199787855123424,-2873
camellia_256_cfb_get_params,254456,251582,-1.1294683560222591,-2874
dyld4::APIs::_tlv_exit(),201334,198459,-1.4279754040549535,-2875
OSSL_LIB_CTX_set_conf_diagnostics,292045,289164,-0.9864918077693506,-2881
EVP_camellia_128_ctr,164249,161333,-1.7753532746013674,-2916
aes_256_cfb_get_params,231670,228748,-1.2612768161609187,-2922
EVP_des_ede_cbc,133999,131077,-2.1806132881588667,-2922
tdes_ede3_ecb_get_params,264377,261417,-1.1196132795212896,-2960
tdes_wrap_get_params,234713,231667,-1.2977551307341306,-3046
ENGINE_register_pkey_asn1_meths,552540,549493,-0.551453288449705,-3047
EVP_blake2b512,144916,141834,-2.1267492892434237,-3082
ossl_cipher_generic_reset_ctx,223670,220583,-1.380158268878258,-3087
chacha20_get_params,218747,215627,-1.4263052750437721,-3120
ENGINE_register_RSA,411789,408667,-0.7581552688391385,-3122
aes_192_wrappad_get_params,249336,246213,-1.252526710944268,-3123
ossl_prov_cipher_hw_aes_ctr,245588,242465,-1.2716419369024545,-3123
aes_192_ctr_get_params,223839,220711,-1.3974329763803448,-3128
camellia_192_ctr_get_params,256585,253457,-1.2190891907165267,-3128
aes_256_wrap_get_params,249540,246380,-1.266330047287008,-3160
strrchr,143543,140378,-2.204914206892708,-3165
ossl_aes_128_gcm_siv_get_params,296752,293582,-1.068232059093115,-3170
aes_cts_128_cbc_get_params,244250,241078,-1.2986693961105424,-3172
ossl_lib_ctx_write_lock,192330,189126,-1.6658867571361722,-3204
ossl_self_test_set_callback_free,259166,255960,-1.237044982752367,-3206
EVP_aria_256_cfb128,156083,152833,-2.0822254825957986,-3250
EVP_aria_192_ccm,144169,140834,-2.3132573576843845,-3335
EVP_des_ecb,108371,104996,-3.114301796606103,-3375
camellia_128_cfb1_get_params,262668,259248,-1.3020238475946821,-3420
EVP_aria_256_ctr,136917,133461,-2.524156971011635,-3456
aria_192_cfb8_get_params,235876,232420,-1.465176618223134,-3456
chacha20_poly1305_gettable_ctx_params,279339,275879,-1.2386383569784383,-3460
aes_192_wrappadinv_get_params,267331,263835,-1.3077420875244545,-3496
ossl_store_register_init,245043,241546,-1.4270964687830299,-3497
aes_256_cbc_get_params,228626,225128,-1.530009710181694,-3498
aria_256_cfb_get_params,232622,229040,-1.5398371607156676,-3582
EVP_aria_192_cfb8,148291,144666,-2.444517873640342,-3625
aria_256_ctr_get_params,228959,225295,-1.6002865141793947,-3664
dyld3::MachOFile::is64() const,806864,803161,-0.4589373178131631,-3703
BIO_meth_set_destroy,204751,201038,-1.8134221566683435,-3713
file_ctrl,403126,399411,-0.9215481015861047,-3715
ossl_cipher_capable_aes_cbc_hmac_sha256,641626,637876,-0.5844526250494837,-3750
camellia_256_ofb_get_params,254373,250618,-1.4761786824859557,-3755
dyld4::BumpAllocator::~BumpAllocator(),404247,400418,-0.9471931764490522,-3829
aes_siv_gettable_ctx_params,606703,602873,-0.6312808738377756,-3830
aes_256_wrappadinv_get_params,265831,261958,-1.456940687880646,-3873
ossl_method_unlock_store,209001,205086,-1.87319677896278,-3915
camellia_128_ecb_get_params,251962,248040,-1.5565839293226758,-3922
file_free,845011,841047,-0.4691063193260206,-3964
ossl_prov_ctx_get0_libctx,210205,206211,-1.900049951238077,-3994
BIO_meth_set_read_ex,224294,220294,-1.7833736078539775,-4000
ossl_prov_seeding_from_dispatch,313628,309626,-1.2760340275740685,-4002
EVP_idea_cfb64,141920,137877,-2.8487880496054117,-4043
__smakebuf,175838,171793,-2.300412880037307,-4045
OSSL_STORE_LOADER_free,244956,240835,-1.682342951387188,-4121
OSSL_STORE_LOADER_set_open,253958,249836,-1.6231030327849487,-4122
camellia_256_ecb_get_params,268916,264708,-1.5648009043716253,-4208
ENGINE_register_RAND,414091,409746,-1.0492862679942332,-4345
aes_cbc_cts_gettable_ctx_params,683712,679334,-0.6403280913601048,-4378
ENGINE_register_DSA,413538,409127,-1.0666492559329495,-4411
EVP_sm3,118002,113542,-3.7795969559837967,-4460
dyld4::LibSystemHelpers::os_unfair_recursive_lock_unlock(os_unfair_recursive_lock_s*) const,1941371,1936837,-0.23354629280029424,-4534
ENGINE_register_pkey_meths,490618,485956,-0.9502301179328928,-4662
store_loader_hash,376129,371420,-1.2519640867893727,-4709
getegid,286496,281748,-1.6572657209873787,-4748
aria_128_cfb1_get_params,236041,231289,-2.0132095695239385,-4752
ossl_aes_192_gcm_siv_get_params,290710,285958,-1.634618692167452,-4752
aes_128_wrappad_get_params,250039,245044,-1.997688360615744,-4995
tiny_free_no_lock,156459,151417,-3.222569491048773,-5042
BIO_copy_next_retry,407417,402288,-1.2589067221053614,-5129
CRYPTO_THREAD_lock_free,884337,879201,-0.5807740714229982,-5136
flsl,420047,414829,-1.2422419395924742,-5218
OPENSSL_sk_sort,277457,272082,-1.9372371214278248,-5375
NCONF_get_section,575710,570328,-0.9348456688263187,-5382
"dyld4::JustInTimeLoader::loadDependents(Diagnostics&, dyld4::RuntimeState&, dyld4::Loader::LoadOptions const&)",777001,771576,-0.698197299617375,-5425
ossl_property_value,633042,627544,-0.8685047753545578,-5498
EVP_aes_256_cbc_hmac_sha256,242002,236498,-2.2743613689143065,-5504
ossl_cipher_capable_aes_cbc_hmac_sha1,648757,643131,-0.867196808666419,-5626
ossl_lib_ctx_get_rcukey,562009,556370,-1.003364714799941,-5639
EVP_CIPHER_get_iv_length,214378,208667,-2.663986043344,-5711
aes_128_ocb_get_params,235080,229333,-2.4446996767058025,-5747
ossl_aes_gcm_siv_gettable_ctx_params,779256,773492,-0.7396798998018623,-5764
aes_128_wrapinv_get_params,263790,257917,-2.226392205921377,-5873
os_unfair_recursive_lock_unlock,831336,825338,-0.7214892654714821,-5998
camellia_cbc_cts_gettable_ctx_params,785042,779037,-0.764927226823533,-6005
OSSL_LIB_CTX_get_conf_diagnostics,519580,513249,-1.2184841602833059,-6331
aes_256_ofb_get_params,234589,228249,-2.702599013593988,-6340
__sclose,419413,412867,-1.5607527663663263,-6546
"lsl::EphemeralAllocator::allocate_buffer(unsigned long, unsigned long, unsigned long)",3199173,3192457,-0.20992925359147505,-6716
free_medium,195167,188039,-3.6522567852147136,-7128
app_get0_libctx,294120,286829,-2.478920168638651,-7291
get_tiny_previous_free_msize,2380892,2373410,-0.3142519694299447,-7482
geteuid,309201,301709,-2.4230193304678833,-7492
FMT_istext,932539,924834,-0.8262389026088989,-7705
OPENSSL_sk_pop_free,3553501,3545506,-0.22498938370919272,-7995
"dyld4::Loader::loadDependents(Diagnostics&, dyld4::RuntimeState&, dyld4::Loader::LoadOptions const&)",709333,701335,-1.1275381238431033,-7998
BN_free,24134800,24126782,-0.03322173790543116,-8018
aes_128_cbc_get_params,231916,223706,-3.540074854688766,-8210
EVP_CIPHER_get_type,4556408,4548197,-0.1802077425902158,-8211
dyld4::Loader::path() const,752703,744413,-1.1013640174145711,-8290
small_free_list_find_by_ptr,1319958,1311591,-0.633883805393808,-8367
OPENSSL_cleanse,589094,579696,-1.5953311356082391,-9398
X509_get_default_cert_area,424873,415455,-2.216662390879157,-9418
CRYPTO_atomic_add,759292,749040,-1.350205191151757,-10252
dyld4::LibSystemHelpers::os_unfair_lock_unlock(os_unfair_lock_s*) const,2080701,2070286,-0.500552458041785,-10415
close,243416,232919,-4.312370591908502,-10497
pthread_self,205922,195416,-5.101931799419197,-10506
os_unfair_lock_unlock,6433379,6422665,-0.1665376779449804,-10714
"invocation function for block in dyld4::Loader::forEachPath(Diagnostics&, dyld4::RuntimeState&, char const*, dyld4::Loader::Loa",902542,891709,-1.2002765522269323,-10833
Diagnostics::hasError() const,2051919,2040887,-0.5376430551108499,-11032
dyld4::Loader::loadAddress(dyld4::RuntimeState&) const,1289504,1277920,-0.8983299004888701,-11584
"dyld3::kdebug_trace_dyld_duration_end(unsigned long long, unsigned int, dyld3::kt_arg, dyld3::kt_arg, dyld3::kt_arg)",4102501,4090463,-0.2934307633319285,-12038
kdebug_is_enabled,962333,949534,-1.3299969968815368,-12799
"dyld4::LibSystemHelpers::os_unfair_lock_lock_with_options(os_unfair_lock_s*, os_unfair_lock_options_t) const",3012588,2999335,-0.43992075916122614,-13253
ossl_tdes_gettable_ctx_params,2321493,2308135,-0.5754055687439075,-13358
"dyld3::OverflowSafeArray<unsigned int, 4294967295ul>::verifySpace(unsigned long)",4635872,4622373,-0.29118577907241616,-13499
small_size,1119082,1104958,-1.2621059046611418,-14124
ossl_rcu_write_unlock,2285861,2271685,-0.6201601934675818,-14176
os_unfair_lock_assert_owner,3779173,3764919,-0.3771724660395277,-14254
"dyld3::MachOFile::read_uleb128(Diagnostics&, unsigned char const*&, unsigned char const*)",2550203,2535744,-0.5669744722282892,-14459
OPENSSL_sk_free,2000882,1986129,-0.7373248397456722,-14753
pthread_rwlock_destroy,6107607,6092497,-0.24739640255176865,-15110
ossl_rcu_write_lock,2129667,2113906,-0.740068752532673,-15761
_tiny_check_and_zero_inline_meta_from_freelist,2735794,2719970,-0.5784061226832138,-15824
"dyld4::ProcessConfig::DyldCache::indexOfPath(char const*, unsigned int&) const",1178130,1162251,-1.3478139084820862,-15879
getgid,315661,299547,-5.104843487158693,-16114
_Block_object_dispose,10684381,10668113,-0.15225963956171162,-16268
CRYPTO_new_ex_data,1765365,1749008,-0.9265506000175601,-16357
pthread_cond_broadcast,2790636,2774088,-0.5929831049266189,-16548
_kernelrpc_mach_vm_deallocate_trap,800076,783417,-2.0821771931666495,-16659
dyld4::Loader::matchesPath(char const*) const,1082919,1066165,-1.5471147888253876,-16754
pthread_setspecific,2353452,2335993,-0.7418464451367608,-17459
"invocation function for block in dyld3::MachOFile::getDylibInstallName(char const**, unsigned int*, unsigned int*) const",4132703,4114912,-0.43049306954794475,-17791
_pthread_mutex_check_init_slow,1670585,1652583,-1.0775865939176996,-18002
"dyld4::LibSystemHelpers::os_unfair_recursive_lock_lock_with_options(os_unfair_recursive_lock_s*, os_unfair_lock_options_t) cons",2660577,2642260,-0.6884596837452929,-18317
szone_malloc,2761285,2742546,-0.6786333174590815,-18739
os_unfair_lock_lock_with_options,8649409,8630406,-0.2197028721846776,-19003
__findenv_locked,1362375,1342870,-1.4316909808239286,-19505
pthread_rwlock_init,5800230,5779835,-0.35162398732464056,-20395
szone_try_free_default,3870949,3850248,-0.5347784225521959,-20701
Diagnostics::assertNoError() const,5482622,5461781,-0.38012834005335405,-20841
OPENSSL_strnlen,1391993,1370985,-1.509202991681711,-21008
dyld3::ScopedTimer::endTimer(),1357205,1335706,-1.584064308634289,-21499
"dyld4::Loader::contains(dyld4::RuntimeState&, void const*, void const**, unsigned long long*, unsigned char*) const",4809071,4787420,-0.450211693693023,-21651
BIO_new,944573,922877,-2.2969108793073696,-21696
get_legacy_evp_names,8039205,8016125,-0.287093064550537,-23080
EVP_PKEY_asn1_get0,2153498,2129680,-1.1060144936285057,-23818
"dyld4::RuntimeState::PermanentRanges::contains(unsigned long, unsigned long, unsigned char*, dyld4::Loader const**) const",2558505,2532465,-1.017781868708484,-26040
getuid,343372,315627,-8.08015796279254,-27745
file_new,850911,821204,-3.4911994321380266,-29707
pthread_cond_signal,5196748,5165593,-0.5995095394273495,-31155
rack_get_thread_index,4176940,4145246,-0.758785139360393,-31694
__open,1582872,1550996,-2.0138078126342496,-31876
free_small,413252,380876,-7.834444842372208,-32376
"invocation function for block in dyld4::JustInTimeLoader::contains(dyld4::RuntimeState&, void const*, void const**, unsigned lo",14823621,14790101,-0.22612558699389307,-33520
ossl_cipher_aead_gettable_ctx_params,3571547,3537676,-0.9483565524967192,-33871
ossl_sa_set,12483372,12449305,-0.27289902119395304,-34067
_szone_free,3501997,3467901,-0.9736159111501238,-34096
realloc,3097199,3062773,-1.1115204415344315,-34426
szone_good_size,1936464,1901381,-1.8117042196498359,-35083
Diagnostics::~Diagnostics(),7091013,7055407,-0.5021285393215328,-35606
set_tiny_meta_header_in_use,3217541,3181163,-1.1306149634146077,-36378
tiny_size,2965867,2928016,-1.2762204104229893,-37851
OPENSSL_LH_flush,16620797,16581137,-0.23861671615386434,-39660
evp_cipher_up_ref,22809337,22767772,-0.18222800601350228,-41565
Diagnostics::Diagnostics(bool),7408223,7365757,-0.5732278847437502,-42466
nanov2_size,5682316,5634739,-0.837281840714244,-47577
EVP_PKEY_asn1_get0_info,2763555,2715803,-1.7279192923607454,-47752
_kernelrpc_mach_vm_map_trap,1773251,1718714,-3.075537529655982,-54537
OPENSSL_LH_doall,16613795,16556968,-0.3420470759390013,-56827
OPENSSL_hexchar2int,11798991,11741971,-0.4832616619505854,-57020
EVP_MD_get_type,9816342,9753613,-0.6390262278962978,-62729
internal_free_nop,42713600,42649431,-0.15023083982619118,-64169
nanov2_pointer_size,9773582,9704103,-0.7108857325799283,-69479
small_malloc_from_free_list,2446324,2370874,-3.0842194247368706,-75450
ossl_ctype_check,8534482,8458852,-0.8861697757403437,-75630
"invocation function for block in dyld3::MachOLoaded::findClosestSymbol(unsigned long long, char const**, unsigned long long*) c",20072538,19993087,-0.39581940260867854,-79451
do_all_fn,29393326,29307189,-0.29304951743126995,-86137
trim_ws,13859210,13772482,-0.6257788142325572,-86728
__close_nocancel,3568751,3480237,-2.4802514941501945,-88514
deflt_query,887163,788208,-11.154094568867277,-98955
OSSL_PARAM_construct_end,27570924,27470172,-0.3654284491879924,-100752
property_defn_cmp,22115645,22014371,-0.45792921707687023,-101274
nanov2_allocate_from_block,11795502,11693797,-0.8622354521240385,-101705
ossl_provider_up_ref,24684225,24582007,-0.41410252904435935,-102218
EVP_CIPHER_get0_provider,28139339,28035799,-0.36795462750564256,-103540
names_free,15805627,15700884,-0.6626943682778292,-104743
lsl::Lock::lock(),492541,387669,-21.292034571741237,-104872
EVP_CIPHER_get_nid,18386334,18280657,-0.5747584048021753,-105677
free,10348691,10242636,-1.024815602282453,-106055
OSSL_PARAM_set_uint32,25216981,25109912,-0.424590873903581,-107069
conf_value_cmp,18936300,18828524,-0.5691502563858832,-107776
ASN1_OBJECT_free,25441819,25333525,-0.42565352736767764,-108294
evp_cipher_free,28906989,28798422,-0.37557353344549305,-108567
property_defn_hash,23363590,23252555,-0.4752480248112555,-111035
OSSL_PARAM_set_uint,17144640,17029426,-0.6720117774418127,-115214
ossl_lib_ctx_unlock,19047810,18930316,-0.6168373162059051,-117494
OBJ_get0_data,16596595,16476235,-0.7252089961826507,-120360
sa_free_node,27394684,27274240,-0.43966194317116414,-120444
OSSL_PARAM_locate_const,20038925,19917712,-0.6048877372413939,-121213
ossl_provider_ctx,17248704,17123994,-0.7230108418580318,-124710
BUF_MEM_new,15275998,15151129,-0.8174195885597785,-124869
ossl_lib_ctx_read_lock,21324678,21192474,-0.6199577784949437,-132204
_os_once,59850900,59717844,-0.222312446429377,-133056
function_hash,24058235,23911019,-0.6119152132315608,-147216
ossl_cipher_generic_gettable_ctx_params,22464028,22313273,-0.6710951393044916,-150755
OSSL_PARAM_construct_uint,28523385,28365672,-0.5529252576438596,-157713
eat_alpha_numeric,25656085,25497713,-0.6172882573471362,-158372
"invocation function for block in dyld3::MachOFile::forEachSegment(void (dyld3::MachOFile::SegmentInfo const&, bool&) block_poin",55745726,55585066,-0.28820146678150715,-160660
OPENSSL_LH_set_thunks,21656919,21490449,-0.7686688951461655,-166470
"invocation function for block in dyld3::MachOLoaded::getLinkEditLoadCommands(Diagnostics&, dyld3::MachOLoaded::LinkEditInfo&) c",41837180,41659320,-0.42512425550670485,-177860
value_free_hash,23813094,23630477,-0.7668764084163108,-182617
ossl_sa_get,25825507,25640873,-0.7149288492187201,-184634
name_string_free,44681248,44489601,-0.428920427647858,-191647
__read_nocancel,2054207,1859160,-9.495002207664562,-195047
CRYPTO_realloc,24580714,24384976,-0.7963072187406762,-195738
names_lh_free_doall,76244795,76023675,-0.29001323959228953,-221120
obj_name_cmp,125250397,125015844,-0.18726727069775276,-234553
pthread_getspecific,57945780,57704916,-0.4156713396557955,-240864
strncmp,13902515,13660229,-1.7427494233956948,-242286
ossl_provider_libctx,40314885,40056317,-0.6413710469470519,-258568
sk_reserve,58274901,58008200,-0.4576601511515223,-266701
OPENSSL_LH_error,46439210,46165659,-0.5890517948087403,-273551
_nanov2_free,94527021,94242723,-0.30075844662448425,-284298
EVP_CIPHER_free,31877325,31580437,-0.9313453999041639,-296888
CRYPTO_THREAD_get_local,64501846,64177333,-0.5031065312456329,-324513
_platform_strncmp,43727047,43391568,-0.7672116527786567,-335479
ossl_rcu_assign_uptr,71091828,70753572,-0.4758015225041055,-338256
OSSL_PARAM_set_uint64,75992187,75639907,-0.4635739724137693,-352280
ossl_lib_ctx_get_data,80550789,80195590,-0.4409627818791446,-355199
OBJ_nid2obj,159138058,158767168,-0.23306178588656648,-370890
OSSL_PARAM_set_size_t,56443530,56054784,-0.6887343863858266,-388746
pthread_mutex_lock,87044447,86653439,-0.4492049906411606,-391008
_platform_strchr,86744099,86350722,-0.4534913666000497,-393377
OPENSSL_sk_value,116483105,115983412,-0.4289832418186311,-499693
_platform_memchr,67894416,67394062,-0.7369589864356444,-500354
BUF_MEM_grow,56685458,56179709,-0.892202370491564,-505749
OPENSSL_sk_num,100550137,100033951,-0.5133618067571604,-516186
OSSL_PARAM_construct_size_t,90928627,90395218,-0.5866238362974512,-533409
OSSL_PARAM_set_int,81315397,80774513,-0.6651680001021208,-540884
_platform_memcmp,138109116,137566175,-0.3931246652827754,-542941
ossl_isdigit,200752485,200164842,-0.2927201623431959,-587643
_pthread_mutex_lock_init_slow,99898696,99303306,-0.5959937655242267,-595390
OSSL_PARAM_set_int32,122662821,122058901,-0.49234152213081744,-603920
pthread_mutex_unlock,92306454,91689774,-0.668078962279279,-616680
SortFnByName,171127465,170485646,-0.3750531803880809,-641819
_pthread_mutex_firstfit_lock_slow,111005019,110332155,-0.6061563756860399,-672864
_pthread_mutex_unlock_init_slow,105391464,104713683,-0.6431080604402649,-677781
OSSL_PARAM_construct_int,137941346,137253993,-0.4982936733124237,-687353
OPENSSL_sk_push,99473434,98771640,-0.7055089703648916,-701794
_pthread_mutex_firstfit_unlock_slow,115521633,114770530,-0.650183849115083,-751103
cipher_compare,200981893,200191714,-0.3931592981861306,-790179
fnv1a_hash,222414744,221569222,-0.3801555529969722,-845522
pthread_rwlock_rdlock,166992209,166119612,-0.5225375514375045,-872597
CRYPTO_atomic_load,165356608,164445103,-0.5512359082740739,-911505
OPENSSL_LH_strhash,136284107,135367652,-0.6724591885097798,-916455
ossl_lh_strcasehash,184490054,183470453,-0.5526590609594597,-1019601
pthread_once,154174784,153132682,-0.675922464726787,-1042102
__error,189452057,188204402,-0.6585597537217556,-1247655
pthread_rwlock_wrlock,334799707,333275267,-0.45532895284164626,-1524440
_platform_memmove,326384611,324794069,-0.48732138293125593,-1590542
nanov2_try_free_default,1295861479,1294208534,-0.12755568606573264,-1652945
CRYPTO_free,613810198,612028720,-0.29023271457604555,-1781478
malloc,671442496,669406317,-0.3032544130182669,-2036179
doapr_outch,760155411,758067807,-0.2746285785499723,-2087604
pthread_rwlock_unlock,500401515,498046911,-0.4705429399029697,-2354604
_platform_memset,1274334393,1271722847,-0.20493412202836153,-2611546
err_string_data_cmp,547646282,544175054,-0.6338448947965285,-3471228
err_string_data_hash,834497691,830402309,-0.4907601356083321,-4095382
nanov2_malloc,928976870,924277448,-0.5058707220557601,-4699422
_platform_strlen,1165834589,1160954458,-0.4185954891067312,-4880131
_platform_strcmp,1405003237,1398317652,-0.475841252456844,-6685585
ossl_tolower,3005467907,2998367418,-0.23625236468046573,-7100489
